Year,State,MinWage,Patents,D_MinWage,D_MinWage_Positive,D_Patents,D_Patents_Pct,D_MinWage_L1,D_Patents_L1,D_MinWage_L2,D_Patents_L2,D_MinWage_L3,D_Patents_L3
2013,Massachusetts,8.88,6767,-0.129999999999999,0,648.0,0.10589965680666769,-0.1899999999999995,593.0,-0.2900000000000009,265.0,-0.16000000000000014,1223.0
2014,Massachusetts,8.74,7079,-0.14000000000000057,0,312.0,0.0461061031476282,-0.129999999999999,648.0,-0.1899999999999995,593.0,-0.2900000000000009,265.0
2015,Massachusetts,9.82,7234,1.08,1,155.0,0.02189574798700389,-0.14000000000000057,312.0,-0.129999999999999,648.0,-0.1899999999999995,593.0
2002,Michigan,7.4,4234,,0,,,,,,,,
2003,Michigan,7.24,4222,-0.16000000000000014,0,-12.0,-0.0028341993386867825,,,,,,
2004,Michigan,7.05,4121,-0.1900000000000004,0,-101.0,-0.023922311700615873,-0.16000000000000014,-12.0,,,,
2005,Michigan,6.82,3665,-0.22999999999999954,0,-456.0,-0.11065275418587717,-0.1900000000000004,-101.0,-0.16000000000000014,-12.0,,
2006,Michigan,6.61,4179,-0.20999999999999996,0,514.0,0.14024556616643924,-0.22999999999999954,-456.0,-0.1900000000000004,-101.0,-0.16000000000000014,-12.0
2007,Michigan,8.67,3695,2.0599999999999996,1,-484.0,-0.11581718114381434,-0.20999999999999996,514.0,-0.22999999999999954,-456.0,-0.1900000000000004,-101.0
2008,Michigan,8.59,3584,-0.08000000000000007,0,-111.0,-0.03004059539918813,2.0599999999999996,-484.0,-0.20999999999999996,514.0,-0.22999999999999954,-456.0
2009,Michigan,8.92,3516,0.33000000000000007,1,-68.0,-0.0189732142857143,-0.08000000000000007,-111.0,2.0599999999999996,-484.0,-0.20999999999999996,514.0
2010,Michigan,8.78,4277,-0.14000000000000057,0,761.0,0.2164391353811148,0.33000000000000007,-68.0,-0.08000000000000007,-111.0,2.0599999999999996,-484.0
2011,Michigan,8.51,4397,-0.2699999999999996,0,120.0,0.028057049333645168,-0.14000000000000057,761.0,0.33000000000000007,-68.0,-0.08000000000000007,-111.0
2012,Michigan,8.34,4997,-0.16999999999999993,0,600.0,0.1364566750056857,-0.2699999999999996,120.0,-0.14000000000000057,761.0,0.33000000000000007,-68.0
2013,Michigan,8.22,5640,-0.11999999999999922,0,643.0,0.1286772063237942,-0.16999999999999993,600.0,-0.2699999999999996,120.0,-0.14000000000000057,761.0
2014,Michigan,8.9,5822,0.6799999999999997,1,182.0,0.032269503546099365,-0.11999999999999922,643.0,-0.16999999999999993,600.0,-0.2699999999999996,120.0
2015,Michigan,8.89,6184,-0.009999999999999787,0,362.0,0.0621779457231193,0.6799999999999997,182.0,-0.11999999999999922,643.0,-0.16999999999999993,600.0
2002,Minnesota,7.4,2976,,0,,,,,,,,
2003,Minnesota,7.24,3260,-0.16000000000000014,0,284.0,0.09543010752688175,,,,,,
2004,Minnesota,7.05,2996,-0.1900000000000004,0,-264.0,-0.08098159509202452,-0.16000000000000014,284.0,,,,
2005,Minnesota,6.82,2582,-0.22999999999999954,0,-414.0,-0.13818424566088117,-0.1900000000000004,-264.0,-0.16000000000000014,284.0,,
2006,Minnesota,6.74,3268,-0.08000000000000007,0,686.0,0.26568551510457006,-0.22999999999999954,-414.0,-0.1900000000000004,-264.0,-0.16000000000000014,284.0
2007,Minnesota,6.55,2920,-0.1900000000000004,0,-348.0,-0.10648714810281523,-0.08000000000000007,686.0,-0.22999999999999954,-414.0,-0.1900000000000004,-264.0
2008,Minnesota,7.03,2869,0.4800000000000004,1,-51.0,-0.017465753424657504,-0.1900000000000004,-348.0,-0.08000000000000007,686.0,-0.22999999999999954,-414.0
2009,Minnesota,7.9,2972,0.8700000000000001,1,103.0,0.035901010805158506,0.4800000000000004,-51.0,-0.1900000000000004,-348.0,-0.08000000000000007,686.0
2010,Minnesota,8.6,4005,0.6999999999999993,1,1033.0,0.34757738896366086,0.8700000000000001,103.0,0.4800000000000004,-51.0,-0.1900000000000004,-348.0
2011,Minnesota,8.34,4227,-0.2599999999999998,0,222.0,0.05543071161048685,0.6999999999999993,1033.0,0.8700000000000001,103.0,0.4800000000000004,-51.0
2012,Minnesota,8.17,4278,-0.16999999999999993,0,51.0,0.012065294535131388,-0.2599999999999998,222.0,0.6999999999999993,1033.0,0.8700000000000001,103.0
2013,Minnesota,8.05,4789,-0.11999999999999922,0,511.0,0.11944834034595608,-0.16999999999999993,51.0,-0.2599999999999998,222.0,0.6999999999999993,1033.0
2014,Minnesota,7.92,5082,-0.13000000000000078,0,293.0,0.061181875130507324,-0.11999999999999922,511.0,-0.16999999999999993,51.0,-0.2599999999999998,222.0
2015,Minnesota,7.91,4852,-0.009999999999999787,0,-230.0,-0.045257772530499785,-0.13000000000000078,293.0,-0.11999999999999922,511.0,-0.16999999999999993,51.0
2002,Mississippi,7.4,180,,0,,,,,,,,
2003,Mississippi,7.24,185,-0.16000000000000014,0,5.0,0.02777777777777768,,,,,,
2004,Mississippi,7.05,160,-0.1900000000000004,0,-25.0,-0.1351351351351351,-0.16000000000000014,5.0,,,,
2005,Mississippi,6.82,127,-0.22999999999999954,0,-33.0,-0.20625000000000004,-0.1900000000000004,-25.0,-0.16000000000000014,5.0,,
2006,Mississippi,6.61,153,-0.20999999999999996,0,26.0,0.20472440944881898,-0.22999999999999954,-33.0,-0.1900000000000004,-25.0,-0.16000000000000014,5.0
2007,Mississippi,6.42,184,-0.1900000000000004,0,31.0,0.20261437908496727,-0.20999999999999996,26.0,-0.22999999999999954,-33.0,-0.1900000000000004,-25.0
2008,Mississippi,7.03,142,0.6100000000000003,1,-42.0,-0.2282608695652174,-0.1900000000000004,31.0,-0.20999999999999996,26.0,-0.22999999999999954,-33.0
2009,Mississippi,7.9,144,0.8700000000000001,1,2.0,0.014084507042253502,0.6100000000000003,-42.0,-0.1900000000000004,31.0,-0.20999999999999996,26.0
2010,Mississippi,8.6,172,0.6999999999999993,1,28.0,0.19444444444444442,0.8700000000000001,2.0,0.6100000000000003,-42.0,-0.1900000000000004,31.0
2011,Mississippi,8.34,172,-0.2599999999999998,0,0.0,0.0,0.6999999999999993,28.0,0.8700000000000001,2.0,0.6100000000000003,-42.0
2012,Mississippi,8.17,161,-0.16999999999999993,0,-11.0,-0.06395348837209303,-0.2599999999999998,0.0,0.6999999999999993,28.0,0.8700000000000001,2.0
2013,Mississippi,8.05,178,-0.11999999999999922,0,17.0,0.10559006211180133,-0.16999999999999993,-11.0,-0.2599999999999998,0.0,0.6999999999999993,28.0
2014,Mississippi,7.92,177,-0.13000000000000078,0,-1.0,-0.005617977528089901,-0.11999999999999922,17.0,-0.16999999999999993,-11.0,-0.2599999999999998,0.0
2015,Mississippi,7.91,174,-0.009999999999999787,0,-3.0,-0.016949152542372836,-0.13000000000000078,-1.0,-0.11999999999999922,17.0,-0.16999999999999993,-11.0
2002,Missouri,7.4,962,,0,,,,,,,,
2003,Missouri,7.24,946,-0.16000000000000014,0,-16.0,-0.016632016632016633,,,,,,
2004,Missouri,7.05,895,-0.1900000000000004,0,-51.0,-0.05391120507399583,-0.16000000000000014,-16.0,,,,
2005,Missouri,6.82,732,-0.22999999999999954,0,-163.0,-0.18212290502793294,-0.1900000000000004,-51.0,-0.16000000000000014,-16.0,,
2006,Missouri,6.61,863,-0.20999999999999996,0,131.0,0.1789617486338797,-0.22999999999999954,-163.0,-0.1900000000000004,-51.0,-0.16000000000000014,-16.0
2007,Missouri,8.11,861,1.4999999999999991,1,-2.0,-0.002317497103128674,-0.20999999999999996,131.0,-0.22999999999999954,-163.0,-0.1900000000000004,-51.0
2008,Missouri,7.99,787,-0.11999999999999922,0,-74.0,-0.08594657375145176,1.4999999999999991,-2.0,-0.20999999999999996,131.0,-0.22999999999999954,-163.0
2009,Missouri,8.5,877,0.5099999999999998,1,90.0,0.11435832274459967,-0.11999999999999922,-74.0,1.4999999999999991,-2.0,-0.20999999999999996,131.0
2010,Missouri,8.6,1140,0.09999999999999964,1,263.0,0.2998859749144811,0.5099999999999998,90.0,-0.11999999999999922,-74.0,1.4999999999999991,-2.0
2011,Missouri,8.34,1004,-0.2599999999999998,0,-136.0,-0.11929824561403513,0.09999999999999964,263.0,0.5099999999999998,90.0,-0.11999999999999922,-74.0
2012,Missouri,8.17,1165,-0.16999999999999993,0,161.0,0.16035856573705187,-0.2599999999999998,-136.0,0.09999999999999964,263.0,0.5099999999999998,90.0
2013,Missouri,8.16,1301,-0.009999999999999787,0,136.0,0.11673819742489266,-0.16999999999999993,161.0,-0.2599999999999998,-136.0,0.09999999999999964,263.0
2014,Missouri,8.19,1419,0.02999999999999936,1,118.0,0.09069946195234424,-0.009999999999999787,136.0,-0.16999999999999993,161.0,-0.2599999999999998,-136.0
2015,Missouri,8.35,1251,0.16000000000000014,1,-168.0,-0.11839323467230445,0.02999999999999936,118.0,-0.009999999999999787,136.0,-0.16999999999999993,161.0
2002,Montana,7.4,152,,0,,,,,,,,
2003,Montana,7.24,125,-0.16000000000000014,0,-27.0,-0.17763157894736847,,,,,,
2004,Montana,7.05,131,-0.1900000000000004,0,6.0,0.04800000000000004,-0.16000000000000014,-27.0,,,,
2005,Montana,6.82,119,-0.22999999999999954,0,-12.0,-0.09160305343511455,-0.1900000000000004,6.0,-0.16000000000000014,-27.0,,
2006,Montana,6.61,136,-0.20999999999999996,0,17.0,0.1428571428571428,-0.22999999999999954,-12.0,-0.1900000000000004,6.0,-0.16000000000000014,-27.0
2007,Montana,6.42,131,-0.1900000000000004,0,-5.0,-0.03676470588235292,-0.20999999999999996,17.0,-0.22999999999999954,-12.0,-0.1900000000000004,6.0
2008,Montana,7.03,115,0.6100000000000003,1,-16.0,-0.12213740458015265,-0.1900000000000004,-5.0,-0.20999999999999996,17.0,-0.22999999999999954,-12.0
2009,Montana,7.9,91,0.8700000000000001,1,-24.0,-0.20869565217391306,0.6100000000000003,-16.0,-0.1900000000000004,-5.0,-0.20999999999999996,17.0
2010,Montana,8.6,118,0.6999999999999993,1,27.0,0.29670329670329676,0.8700000000000001,-24.0,0.6100000000000003,-16.0,-0.1900000000000004,-5.0
2011,Montana,8.34,114,-0.2599999999999998,0,-4.0,-0.03389830508474578,0.6999999999999993,27.0,0.8700000000000001,-24.0,0.6100000000000003,-16.0
2012,Montana,8.17,133,-0.16999999999999993,0,19.0,0.16666666666666674,-0.2599999999999998,-4.0,0.6999999999999993,27.0,0.8700000000000001,-24.0
2013,Montana,8.05,127,-0.11999999999999922,0,-6.0,-0.045112781954887216,-0.16999999999999993,19.0,-0.2599999999999998,-4.0,0.6999999999999993,27.0
2014,Montana,8.63,139,0.5800000000000001,1,12.0,0.09448818897637801,-0.11999999999999922,-6.0,-0.16999999999999993,19.0,-0.2599999999999998,-4.0
2015,Montana,8.79,168,0.15999999999999837,1,29.0,0.2086330935251799,0.5800000000000001,12.0,-0.11999999999999922,-6.0,-0.16999999999999993,19.0
2002,Nebraska,7.4,248,,0,,,,,,,,
2003,Nebraska,7.24,241,-0.16000000000000014,0,-7.0,-0.028225806451612878,,,,,,
2004,Nebraska,7.05,229,-0.1900000000000004,0,-12.0,-0.049792531120331995,-0.16000000000000014,-7.0,,,,
2005,Nebraska,6.82,205,-0.22999999999999954,0,-24.0,-0.10480349344978168,-0.1900000000000004,-12.0,-0.16000000000000014,-7.0,,
2006,Nebraska,6.61,239,-0.20999999999999996,0,34.0,0.1658536585365853,-0.22999999999999954,-24.0,-0.1900000000000004,-12.0,-0.16000000000000014,-7.0
2007,Nebraska,6.42,254,-0.1900000000000004,0,15.0,0.06276150627615062,-0.20999999999999996,34.0,-0.22999999999999954,-24.0,-0.1900000000000004,-12.0
2008,Nebraska,7.03,214,0.6100000000000003,1,-40.0,-0.15748031496062997,-0.1900000000000004,15.0,-0.20999999999999996,34.0,-0.22999999999999954,-24.0
2009,Nebraska,7.9,226,0.8700000000000001,1,12.0,0.05607476635514019,0.6100000000000003,-40.0,-0.1900000000000004,15.0,-0.20999999999999996,34.0
2010,Nebraska,8.6,253,0.6999999999999993,1,27.0,0.11946902654867264,0.8700000000000001,12.0,0.6100000000000003,-40.0,-0.1900000000000004,15.0
2011,Nebraska,8.34,247,-0.2599999999999998,0,-6.0,-0.02371541501976282,0.6999999999999993,27.0,0.8700000000000001,12.0,0.6100000000000003,-40.0
2012,Nebraska,8.17,336,-0.16999999999999993,0,89.0,0.36032388663967607,-0.2599999999999998,-6.0,0.6999999999999993,27.0,0.8700000000000001,12.0
2013,Nebraska,8.05,341,-0.11999999999999922,0,5.0,0.014880952380952328,-0.16999999999999993,89.0,-0.2599999999999998,-6.0,0.6999999999999993,27.0
2014,Nebraska,7.92,397,-0.13000000000000078,0,56.0,0.16422287390029333,-0.11999999999999922,5.0,-0.16999999999999993,89.0,-0.2599999999999998,-6.0
2015,Nebraska,8.73,337,0.8100000000000005,1,-60.0,-0.1511335012594458,-0.13000000000000078,56.0,-0.11999999999999922,5.0,-0.16999999999999993,89.0
2002,Nevada,7.4,368,,0,,,,,,,,
2003,Nevada,7.24,456,-0.16000000000000014,0,88.0,0.23913043478260865,,,,,,
2004,Nevada,7.05,476,-0.1900000000000004,0,20.0,0.04385964912280693,-0.16000000000000014,88.0,,,,
2005,Nevada,6.82,443,-0.22999999999999954,0,-33.0,-0.06932773109243695,-0.1900000000000004,20.0,-0.16000000000000014,88.0,,
2006,Nevada,6.61,472,-0.20999999999999996,0,29.0,0.06546275395033851,-0.22999999999999954,-33.0,-0.1900000000000004,20.0,-0.16000000000000014,88.0
2007,Nevada,7.67,468,1.0599999999999996,1,-4.0,-0.008474576271186418,-0.20999999999999996,29.0,-0.22999999999999954,-33.0,-0.1900000000000004,20.0
2008,Nevada,7.6,464,-0.07000000000000028,0,-4.0,-0.008547008547008517,1.0599999999999996,-4.0,-0.20999999999999996,29.0,-0.22999999999999954,-33.0
2009,Nevada,7.9,426,0.3000000000000007,1,-38.0,-0.0818965517241379,-0.07000000000000028,-4.0,1.0599999999999996,-4.0,-0.20999999999999996,29.0
2010,Nevada,8.6,639,0.6999999999999993,1,213.0,0.5,0.3000000000000007,-38.0,-0.07000000000000028,-4.0,1.0599999999999996,-4.0
2011,Nevada,8.34,673,-0.2599999999999998,0,34.0,0.05320813771518007,0.6999999999999993,213.0,0.3000000000000007,-38.0,-0.07000000000000028,-4.0
2012,Nevada,8.17,882,-0.16999999999999993,0,209.0,0.31054977711738485,-0.2599999999999998,34.0,0.6999999999999993,213.0,0.3000000000000007,-38.0
2013,Nevada,8.05,1003,-0.11999999999999922,0,121.0,0.13718820861677994,-0.16999999999999993,209.0,-0.2599999999999998,34.0,0.6999999999999993,213.0
2014,Nevada,7.92,969,-0.13000000000000078,0,-34.0,-0.03389830508474578,-0.11999999999999922,121.0,-0.16999999999999993,209.0,-0.2599999999999998,34.0
2015,Nevada,7.91,789,-0.009999999999999787,0,-180.0,-0.18575851393188858,-0.13000000000000078,-34.0,-0.11999999999999922,121.0,-0.16999999999999993,209.0
2002,New Hampshire,7.4,657,,0,,,,,,,,
2003,New Hampshire,7.24,731,-0.16000000000000014,0,74.0,0.11263318112633192,,,,,,
2004,New Hampshire,7.05,681,-0.1900000000000004,0,-50.0,-0.06839945280437754,-0.16000000000000014,74.0,,,,
2005,New Hampshire,6.82,538,-0.22999999999999954,0,-143.0,-0.20998531571218793,-0.1900000000000004,-50.0,-0.16000000000000014,74.0,,
2006,New Hampshire,6.61,657,-0.20999999999999996,0,119.0,0.22118959107806702,-0.22999999999999954,-143.0,-0.1900000000000004,-50.0,-0.16000000000000014,74.0
2007,New Hampshire,6.42,618,-0.1900000000000004,0,-39.0,-0.05936073059360736,-0.20999999999999996,119.0,-0.22999999999999954,-143.0,-0.1900000000000004,-50.0
2008,New Hampshire,7.81,526,1.3899999999999997,1,-92.0,-0.1488673139158576,-0.1900000000000004,-39.0,-0.20999999999999996,119.0,-0.22999999999999954,-143.0
2009,New Hampshire,8.74,608,0.9300000000000006,1,82.0,0.1558935361216729,1.3899999999999997,-92.0,-0.1900000000000004,-39.0,-0.20999999999999996,119.0
2010,New Hampshire,8.6,802,-0.14000000000000057,0,194.0,0.319078947368421,0.9300000000000006,82.0,1.3899999999999997,-92.0,-0.1900000000000004,-39.0
2011,New Hampshire,8.34,806,-0.2599999999999998,0,4.0,0.004987531172069737,-0.14000000000000057,194.0,0.9300000000000006,82.0,1.3899999999999997,-92.0
2012,New Hampshire,8.17,791,-0.16999999999999993,0,-15.0,-0.018610421836228297,-0.2599999999999998,4.0,-0.14000000000000057,194.0,0.9300000000000006,82.0
2013,New Hampshire,8.05,895,-0.11999999999999922,0,104.0,0.1314791403286979,-0.16999999999999993,-15.0,-0.2599999999999998,4.0,-0.14000000000000057,194.0
2014,New Hampshire,7.92,952,-0.13000000000000078,0,57.0,0.06368715083798882,-0.11999999999999922,104.0,-0.16999999999999993,-15.0,-0.2599999999999998,4.0
2015,New Hampshire,7.91,924,-0.009999999999999787,0,-28.0,-0.02941176470588236,-0.13000000000000078,57.0,-0.11999999999999922,104.0,-0.16999999999999993,-15.0
2002,New Jersey,7.4,4097,,0,,,,,,,,
2003,New Jersey,7.24,3922,-0.16000000000000014,0,-175.0,-0.04271418110812786,,,,,,
2004,New Jersey,7.05,3354,-0.1900000000000004,0,-568.0,-0.14482406935237124,-0.16000000000000014,-175.0,,,,
2005,New Jersey,6.82,2868,-0.22999999999999954,0,-486.0,-0.14490161001788904,-0.1900000000000004,-568.0,-0.16000000000000014,-175.0,,
2006,New Jersey,7.89,3628,1.0699999999999994,1,760.0,0.26499302649930256,-0.22999999999999954,-486.0,-0.1900000000000004,-568.0,-0.16000000000000014,-175.0
2007,New Jersey,8.92,3154,1.0300000000000002,1,-474.0,-0.13065049614112456,1.0699999999999994,760.0,-0.22999999999999954,-486.0,-0.1900000000000004,-568.0
2008,New Jersey,8.59,3247,-0.33000000000000007,0,93.0,0.029486366518706397,1.0300000000000002,-474.0,1.0699999999999994,760.0,-0.22999999999999954,-486.0
2009,New Jersey,8.62,3259,0.02999999999999936,1,12.0,0.003695719125346386,-0.33000000000000007,93.0,1.0300000000000002,-474.0,1.0699999999999994,760.0
2010,New Jersey,8.6,4345,-0.019999999999999574,0,1086.0,0.3332310524700828,0.02999999999999936,12.0,-0.33000000000000007,93.0,1.0300000000000002,-474.0
2011,New Jersey,8.34,4276,-0.2599999999999998,0,-69.0,-0.015880322209436137,-0.019999999999999574,1086.0,0.02999999999999936,12.0,-0.33000000000000007,93.0
2012,New Jersey,8.17,4656,-0.16999999999999993,0,380.0,0.08886810102899911,-0.2599999999999998,-69.0,-0.019999999999999574,1086.0,0.02999999999999936,12.0
2013,New Jersey,8.05,5257,-0.11999999999999922,0,601.0,0.1290807560137457,-0.16999999999999993,380.0,-0.2599999999999998,-69.0,-0.019999999999999574,1086.0
2014,New Jersey,9.01,5508,0.9599999999999991,1,251.0,0.04774586265931147,-0.11999999999999922,601.0,-0.16999999999999993,380.0,-0.2599999999999998,-69.0
2015,New Jersey,9.15,5026,0.14000000000000057,1,-482.0,-0.08750907770515615,0.9599999999999991,251.0,-0.11999999999999922,601.0,-0.16999999999999993,380.0
2002,New Mexico,7.4,388,,0,,,,,,,,
2003,New Mexico,7.24,405,-0.16000000000000014,0,17.0,0.04381443298969079,,,,,,
2004,New Mexico,7.05,383,-0.1900000000000004,0,-22.0,-0.05432098765432103,-0.16000000000000014,17.0,,,,
2005,New Mexico,6.82,273,-0.22999999999999954,0,-110.0,-0.28720626631853785,-0.1900000000000004,-22.0,-0.16000000000000014,17.0,,
2006,New Mexico,6.61,354,-0.20999999999999996,0,81.0,0.29670329670329676,-0.22999999999999954,-110.0,-0.1900000000000004,-22.0,-0.16000000000000014,17.0
2007,New Mexico,6.42,304,-0.1900000000000004,0,-50.0,-0.14124293785310738,-0.20999999999999996,81.0,-0.22999999999999954,-110.0,-0.1900000000000004,-22.0
2008,New Mexico,7.81,295,1.3899999999999997,1,-9.0,-0.02960526315789469,-0.1900000000000004,-50.0,-0.20999999999999996,81.0,-0.22999999999999954,-110.0
2009,New Mexico,9.04,329,1.2299999999999995,1,34.0,0.11525423728813555,1.3899999999999997,-9.0,-0.1900000000000004,-50.0,-0.20999999999999996,81.0
2010,New Mexico,8.9,455,-0.1399999999999988,0,126.0,0.38297872340425543,1.2299999999999995,34.0,1.3899999999999997,-9.0,-0.1900000000000004,-50.0
2011,New Mexico,8.62,412,-0.28000000000000114,0,-43.0,-0.0945054945054945,-0.1399999999999988,126.0,1.2299999999999995,34.0,1.3899999999999997,-9.0
2012,New Mexico,8.45,444,-0.16999999999999993,0,32.0,0.07766990291262132,-0.28000000000000114,-43.0,-0.1399999999999988,126.0,1.2299999999999995,34.0
2013,New Mexico,8.33,471,-0.11999999999999922,0,27.0,0.060810810810810745,-0.16999999999999993,32.0,-0.28000000000000114,-43.0,-0.1399999999999988,126.0
2014,New Mexico,8.19,445,-0.14000000000000057,0,-26.0,-0.05520169851380041,-0.11999999999999922,27.0,-0.16999999999999993,32.0,-0.28000000000000114,-43.0
2015,New Mexico,8.18,455,-0.009999999999999787,0,10.0,0.022471910112359605,-0.14000000000000057,-26.0,-0.11999999999999922,27.0,-0.16999999999999993,32.0
2002,New York,7.4,7075,,0,,,,,,,,
2003,New York,7.24,6919,-0.16000000000000014,0,-156.0,-0.02204946996466428,,,,,,
2004,New York,7.05,6618,-0.1900000000000004,0,-301.0,-0.043503396444572906,-0.16000000000000014,-156.0,,,,
2005,New York,7.95,5307,0.9000000000000004,1,-1311.0,-0.19809610154125112,-0.1900000000000004,-301.0,-0.16000000000000014,-156.0,,
2006,New York,8.66,6408,0.71,1,1101.0,0.20746184284906732,0.9000000000000004,-1311.0,-0.1900000000000004,-301.0,-0.16000000000000014,-156.0
2007,New York,8.92,6024,0.2599999999999998,1,-384.0,-0.05992509363295884,0.71,1101.0,0.9000000000000004,-1311.0,-0.1900000000000004,-301.0
2008,New York,8.59,5905,-0.33000000000000007,0,-119.0,-0.019754316069057087,0.2599999999999998,-384.0,0.71,1101.0,0.9000000000000004,-1311.0
2009,New York,8.62,6127,0.02999999999999936,1,222.0,0.037595258255715525,-0.33000000000000007,-119.0,0.2599999999999998,-384.0,0.71,1101.0
2010,New York,8.6,8095,-0.019999999999999574,0,1968.0,0.3212012404112943,0.02999999999999936,222.0,-0.33000000000000007,-119.0,0.2599999999999998,-384.0
2011,New York,8.34,7842,-0.2599999999999998,0,-253.0,-0.031253860407659095,-0.019999999999999574,1968.0,0.02999999999999936,222.0,-0.33000000000000007,-119.0
2012,New York,8.17,8557,-0.16999999999999993,0,715.0,0.09117572047946942,-0.2599999999999998,-253.0,-0.019999999999999574,1968.0,0.02999999999999936,222.0
2013,New York,8.05,9363,-0.11999999999999922,0,806.0,0.09419188968096304,-0.16999999999999993,715.0,-0.2599999999999998,-253.0,-0.019999999999999574,1968.0
2014,New York,8.74,9770,0.6899999999999995,1,407.0,0.043468973619566365,-0.11999999999999922,806.0,-0.16999999999999993,715.0,-0.2599999999999998,-253.0
2015,New York,9.55,9391,0.8100000000000005,1,-379.0,-0.03879222108495395,0.6899999999999995,407.0,-0.11999999999999922,806.0,-0.16999999999999993,715.0
2002,North Carolina,7.4,2141,,0,,,,,,,,
2003,North Carolina,7.24,2171,-0.16000000000000014,0,30.0,0.014012143858010306,,,,,,
2004,North Carolina,7.05,2075,-0.1900000000000004,0,-96.0,-0.04421925380009217,-0.16000000000000014,30.0,,,,
2005,North Carolina,6.82,1839,-0.22999999999999954,0,-236.0,-0.11373493975903615,-0.1900000000000004,-96.0,-0.16000000000000014,30.0,,
2006,North Carolina,6.61,2233,-0.20999999999999996,0,394.0,0.2142468733007068,-0.22999999999999954,-236.0,-0.1900000000000004,-96.0,-0.16000000000000014,30.0
2007,North Carolina,7.67,2007,1.0599999999999996,1,-226.0,-0.10120913569189427,-0.20999999999999996,394.0,-0.22999999999999954,-236.0,-0.1900000000000004,-96.0
2008,North Carolina,7.39,2157,-0.28000000000000025,0,150.0,0.07473841554559035,1.0599999999999996,-226.0,-0.20999999999999996,394.0,-0.22999999999999954,-236.0
2009,North Carolina,7.9,2298,0.5100000000000007,1,141.0,0.06536856745479835,-0.28000000000000025,150.0,1.0599999999999996,-226.0,-0.20999999999999996,394.0
2010,North Carolina,8.6,2922,0.6999999999999993,1,624.0,0.27154046997389036,0.5100000000000007,141.0,-0.28000000000000025,150.0,1.0599999999999996,-226.0
2011,North Carolina,8.34,2884,-0.2599999999999998,0,-38.0,-0.013004791238877433,0.6999999999999993,624.0,0.5100000000000007,141.0,-0.28000000000000025,150.0
2012,North Carolina,8.17,3252,-0.16999999999999993,0,368.0,0.12760055478502075,-0.2599999999999998,-38.0,0.6999999999999993,624.0,0.5100000000000007,141.0
2013,North Carolina,8.05,3452,-0.11999999999999922,0,200.0,0.06150061500615012,-0.16999999999999993,368.0,-0.2599999999999998,-38.0,0.6999999999999993,624.0
2014,North Carolina,7.92,3709,-0.13000000000000078,0,257.0,0.07444959443800703,-0.11999999999999922,200.0,-0.16999999999999993,368.0,-0.2599999999999998,-38.0
2015,North Carolina,7.91,3651,-0.009999999999999787,0,-58.0,-0.015637638177406266,-0.13000000000000078,257.0,-0.11999999999999922,200.0,-0.16999999999999993,368.0
2002,North Dakota,7.4,86,,0,,,,,,,,
2003,North Dakota,7.24,62,-0.16000000000000014,0,-24.0,-0.2790697674418605,,,,,,
2004,North Dakota,7.05,66,-0.1900000000000004,0,4.0,0.06451612903225801,-0.16000000000000014,-24.0,,,,
2005,North Dakota,6.82,81,-0.22999999999999954,0,15.0,0.2272727272727273,-0.1900000000000004,4.0,-0.16000000000000014,-24.0,,
2006,North Dakota,6.61,77,-0.20999999999999996,0,-4.0,-0.04938271604938271,-0.22999999999999954,15.0,-0.1900000000000004,4.0,-0.16000000000000014,-24.0
2007,North Dakota,6.42,92,-0.1900000000000004,0,15.0,0.19480519480519476,-0.20999999999999996,-4.0,-0.22999999999999954,15.0,-0.1900000000000004,4.0
2008,North Dakota,7.03,72,0.6100000000000003,1,-20.0,-0.21739130434782605,-0.1900000000000004,15.0,-0.20999999999999996,-4.0,-0.22999999999999954,15.0
2009,North Dakota,7.9,92,0.8700000000000001,1,20.0,0.2777777777777777,0.6100000000000003,-20.0,-0.1900000000000004,15.0,-0.20999999999999996,-4.0
2010,North Dakota,8.6,112,0.6999999999999993,1,20.0,0.21739130434782616,0.8700000000000001,20.0,0.6100000000000003,-20.0,-0.1900000000000004,15.0
2011,North Dakota,8.34,95,-0.2599999999999998,0,-17.0,-0.1517857142857143,0.6999999999999993,20.0,0.8700000000000001,20.0,0.6100000000000003,-20.0
2012,North Dakota,8.17,98,-0.16999999999999993,0,3.0,0.03157894736842115,-0.2599999999999998,-17.0,0.6999999999999993,20.0,0.8700000000000001,20.0
2013,North Dakota,8.05,131,-0.11999999999999922,0,33.0,0.33673469387755106,-0.16999999999999993,3.0,-0.2599999999999998,-17.0,0.6999999999999993,20.0
2014,North Dakota,7.92,120,-0.13000000000000078,0,-11.0,-0.08396946564885499,-0.11999999999999922,33.0,-0.16999999999999993,3.0,-0.2599999999999998,-17.0
2015,North Dakota,7.91,127,-0.009999999999999787,0,7.0,0.05833333333333335,-0.13000000000000078,-11.0,-0.11999999999999922,33.0,-0.16999999999999993,3.0
2002,Ohio,7.4,3973,,0,,,,,,,,
2003,Ohio,7.24,3893,-0.16000000000000014,0,-80.0,-0.02013591744273846,,,,,,
2004,Ohio,7.05,3418,-0.1900000000000004,0,-475.0,-0.12201387105060368,-0.16000000000000014,-80.0,,,,
2005,Ohio,6.82,2731,-0.22999999999999954,0,-687.0,-0.20099473376243415,-0.1900000000000004,-475.0,-0.16000000000000014,-80.0,,
